spring_id,model,horizon,nse,mae,rmse,smape,emissions training [kg CO₂],energy training [kWh],emissions inference [kg CO₂],energy inference [kWh],hidden_size,learning_rate,lstm_layers
395012,TFT_WEATHER,1,0.6677831222931045,0.26032818561102106,0.7778982820668143,37.157193666749755,0.009886425995614833,0.08921800884033168,8.489307481460221e-05,0.0007661000145706442,96,0.0001,2
395012,TFT_WEATHER,2,0.667382390528398,0.28915047403526195,0.7798709345670045,42.053390150426345,0.009886425995614833,0.08921800884033168,8.489307481460221e-05,0.0007661000145706442,96,0.0001,2
395012,TFT_WEATHER,3,0.656256713110487,0.3051870350870332,0.7933984767931376,44.75638233842901,0.009886425995614833,0.08921800884033168,8.489307481460221e-05,0.0007661000145706442,96,0.0001,2
395012,TFT_WEATHER,4,0.6465994254159486,0.314808245792665,0.8044611174459128,46.50236791322174,0.009886425995614833,0.08921800884033168,8.489307481460221e-05,0.0007661000145706442,96,0.0001,2
395038,TFT_WEATHER,1,0.9120485429489377,0.568436934371095,1.059487444075494,18.364502014306137,0.008825593180775098,0.07964474227317526,6.850896816334995e-05,0.0006182450290884557,64,0.001,2
395038,TFT_WEATHER,2,0.8906193570884249,0.6536564116543231,1.182006579341976,21.454133863206195,0.008825593180775098,0.07964474227317526,6.850896816334995e-05,0.0006182450290884557,64,0.001,2
395038,TFT_WEATHER,3,0.8803094053837827,0.6940551855550479,1.2332767784657193,23.56724562391151,0.008825593180775098,0.07964474227317526,6.850896816334995e-05,0.0006182450290884557,64,0.001,2
395038,TFT_WEATHER,4,0.8750894433988923,0.7213848418011081,1.2586492080744822,25.002709507924905,0.008825593180775098,0.07964474227317526,6.850896816334995e-05,0.0006182450290884557,64,0.001,2
395053,TFT_WEATHER,1,0.8886543105664526,0.096210247989101,0.17932560759395458,41.641744128058505,0.006067449376433252,0.054754443349395845,8.148338677143799e-05,0.0007353299892740677,96,0.0001,2
395053,TFT_WEATHER,2,0.8249131885756975,0.1172446881666622,0.2249002598741673,45.934304266024085,0.006067449376433252,0.054754443349395845,8.148338677143799e-05,0.0007353299892740677,96,0.0001,2
395053,TFT_WEATHER,3,0.790601752951966,0.12586262071673576,0.2460025012005928,48.41554274457802,0.006067449376433252,0.054754443349395845,8.148338677143799e-05,0.0007353299892740677,96,0.0001,2
395053,TFT_WEATHER,4,0.7752964906500714,0.13037972316426424,0.2548827132552664,50.581499401313614,0.006067449376433252,0.054754443349395845,8.148338677143799e-05,0.0007353299892740677,96,0.0001,2
395079,TFT_WEATHER,1,0.4940115426327818,0.2709593035395586,0.6435617380170875,93.17699346990602,0.006556275470450178,0.059165753442318336,9.65483946139596e-05,0.0008712810400855468,96,0.001,2
395079,TFT_WEATHER,2,0.44175606859325445,0.2946689303957163,0.6758556608619098,102.0571081633764,0.006556275470450178,0.059165753442318336,9.65483946139596e-05,0.0008712810400855468,96,0.001,2
395079,TFT_WEATHER,3,0.3986406908622052,0.30952059534555065,0.6988925354764131,106.36521777321902,0.006556275470450178,0.059165753442318336,9.65483946139596e-05,0.0008712810400855468,96,0.001,2
395079,TFT_WEATHER,4,0.37058441520921115,0.3183886610903421,0.7132102135624961,109.10297754046854,0.006556275470450178,0.059165753442318336,9.65483946139596e-05,0.0008712810400855468,96,0.001,2
395103,TFT_WEATHER,1,0.8222477085102505,0.4735526974269896,0.9804303953898285,19.44472484019716,0.005137455052322812,0.04636190171030946,9.265244997311773e-05,0.0008361228925848982,64,0.001,2
