spring_id,model,horizon,nse,mae,rmse,smape,emissions training [kg CO₂],energy training [kWh],emissions inference [kg CO₂],energy inference [kWh],embedding_dim,dropout,learning_rate,architecture,frozen_layers
395285,xLSTM_TRANSFER,3,0.7745536977187942,0.014994122427492446,0.029545561672801306,17.334897807098045,0.0016023688019512305,0.01446024620033237,2.7533131550746474e-05,0.0002484670572749023,64,0.1,0.0001,slstm_first,"input_proj, backbone (except mLSTM)"
395285,xLSTM_TRANSFER,4,0.7299580240429979,0.01721611687868587,0.03234456144162208,19.95984932854013,0.0016023688019512305,0.01446024620033237,2.7533131550746474e-05,0.0002484670572749023,64,0.1,0.0001,slstm_first,"input_proj, backbone (except mLSTM)"
395145,xLSTM_TRANSFER,1,0.21819605660211638,0.3016639601868213,0.9493665077453282,29.18800707780585,0.0016060415580948233,0.014493390229350823,1.768567221241698e-05,0.00015960069498264612,64,0.1,0.0001,slstm_first,"input_proj, backbone (except mLSTM)"
395145,xLSTM_TRANSFER,2,0.05484315354696834,0.3843492428342866,1.0438587937747135,43.60244082587171,0.0016060415580948233,0.014493390229350823,1.768567221241698e-05,0.00015960069498264612,64,0.1,0.0001,slstm_first,"input_proj, backbone (except mLSTM)"
395145,xLSTM_TRANSFER,3,0.00995601948725866,0.42131604439509523,1.0684828611068478,53.85274007535014,0.0016060415580948233,0.014493390229350823,1.768567221241698e-05,0.00015960069498264612,64,0.1,0.0001,slstm_first,"input_proj, backbone (except mLSTM)"
395145,xLSTM_TRANSFER,4,0.00678603835094771,0.4271162769236329,1.070336417331129,52.41955559834658,0.0016060415580948233,0.014493390229350823,1.768567221241698e-05,0.00015960069498264612,64,0.1,0.0001,slstm_first,"input_proj, backbone (except mLSTM)"
395137,xLSTM_TRANSFER,1,0.485684785986228,0.10285569159685974,0.2557153516285035,27.899701105243402,0.0012743012299325672,0.011499668176123228,2.4946159668914437e-05,0.0002251214640013215,64,0.1,0.0001,slstm_first,"input_proj, backbone (except mLSTM)"
395137,xLSTM_TRANSFER,2,0.24585335569824063,0.13948402336114904,0.30968319815296913,39.6546433814097,0.0012743012299325672,0.011499668176123228,2.4946159668914437e-05,0.0002251214640013215,64,0.1,0.0001,slstm_first,"input_proj, backbone (except mLSTM)"
395137,xLSTM_TRANSFER,3,0.18070475415527754,0.15728774062390263,0.3228494120855958,47.31064142910391,0.0012743012299325672,0.011499668176123228,2.4946159668914437e-05,0.0002251214640013215,64,0.1,0.0001,slstm_first,"input_proj, backbone (except mLSTM)"
395137,xLSTM_TRANSFER,4,0.10899966177689813,0.16912404573373463,0.33691724504742915,52.90262869956681,0.0012743012299325672,0.011499668176123228,2.4946159668914437e-05,0.0002251214640013215,64,0.1,0.0001,slstm_first,"input_proj, backbone (except mLSTM)"
395251,xLSTM_TRANSFER,1,0.7720440594234168,0.16791373517623143,0.4323057291213143,12.944774118723116,0.0013329649270158494,0.012029066590404014,2.7601227431432765e-05,0.0002490815744813988,64,0.1,0.0001,slstm_first,"input_proj, backbone (except mLSTM)"
395251,xLSTM_TRANSFER,2,0.6299601264098793,0.23833867144918272,0.5508596477494684,18.950468380043386,0.0013329649270158494,0.012029066590404014,2.7601227431432765e-05,0.0002490815744813988,64,0.1,0.0001,slstm_first,"input_proj, backbone (except mLSTM)"
395251,xLSTM_TRANSFER,3,0.5516506133744185,0.2770593245279697,0.6064359931886047,22.52625767914994,0.0013329649270158494,0.012029066590404014,2.7601227431432765e-05,0.0002490815744813988,64,0.1,0.0001,slstm_first,"input_proj, backbone (except mLSTM)"
395251,xLSTM_TRANSFER,4,0.5018581518225598,0.29968267538623655,0.6392697113823211,24.538255281227077,0.0013329649270158494,0.012029066590404014,2.7601227431432765e-05,0.0002490815744813988,64,0.1,0.0001,slstm_first,"input_proj, backbone (except mLSTM)"
395103,xLSTM_TRANSFER,1,0.6952553727790599,0.5183316542805282,1.2837403500298,16.35228605864964,0.0019017437711760063,0.01716189375858216,2.78338296193085e-05,0.0002511806448697659,64,0.1,0.0001,slstm_first,"input_proj, backbone (except mLSTM)"
395103,xLSTM_TRANSFER,2,0.5883044956093718,0.6845446578138287,1.492357863372166,22.357974363551932,0.0019017437711760063,0.01716189375858216,2.78338296193085e-05,0.0002511806448697659,64,0.1,0.0001,slstm_first,"input_proj, backbone (except mLSTM)"
395103,xLSTM_TRANSFER,3,0.5242424896608724,0.7753069410759607,1.6046361429685516,26.57315146255557,0.0019017437711760063,0.01716189375858216,2.78338296193085e-05,0.0002511806448697659,64,0.1,0.0001,slstm_first,"input_proj, backbone (except mLSTM)"
395103,xLSTM_TRANSFER,4,0.4733688461220269,0.8462397115923627,1.6885634609740912,30.130003436842152,0.0019017437711760063,0.01716189375858216,2.78338296193085e-05,0.0002511806448697659,64,0.1,0.0001,slstm_first,"input_proj, backbone (except mLSTM)"
