spring_id,model,horizon,nse,mae,rmse,smape,emissions training [kg CO₂],energy training [kWh],emissions inference [kg CO₂],energy inference [kWh],embedding_dim,dropout,learning_rate,architecture,frozen_layers
395053,xLSTM_TRANSFER,1,0.766440077534251,0.12826523615745838,0.25971962536493265,46.201304058297524,0.0013626822743822908,0.012297244652043921,2.2486785033240817e-05,0.000202927345713829,64,0.1,0.0001,slstm_first,none
395053,xLSTM_TRANSFER,2,0.6303433924176625,0.17573890127191977,0.32678527364363275,59.79278748750541,0.0013626822743822908,0.012297244652043921,2.2486785033240817e-05,0.000202927345713829,64,0.1,0.0001,slstm_first,none
395053,xLSTM_TRANSFER,3,0.5725266487457001,0.19718414012451413,0.35148558999958374,71.90663836577212,0.0013626822743822908,0.012297244652043921,2.2486785033240817e-05,0.000202927345713829,64,0.1,0.0001,slstm_first,none
395053,xLSTM_TRANSFER,4,0.5230170497605018,0.2085605376245595,0.3713529528905917,75.1453457948166,0.0013626822743822908,0.012297244652043921,2.2486785033240817e-05,0.000202927345713829,64,0.1,0.0001,slstm_first,none
396705,xLSTM_TRANSFER,1,0.9722520331368089,0.010500093341890292,0.01921849943764699,11.39126880588221,0.0018734768164664988,0.01690680446582048,2.7727316890268e-05,0.0002502194427523012,64,0.1,0.0001,slstm_first,none
396705,xLSTM_TRANSFER,2,0.9290341523580564,0.015907537683683408,0.030735861542065875,13.17819184029773,0.0018734768164664988,0.01690680446582048,2.7727316890268e-05,0.0002502194427523012,64,0.1,0.0001,slstm_first,none
396705,xLSTM_TRANSFER,3,0.8845940257903132,0.020479354549072255,0.039196817011443535,14.995194703102973,0.0018734768164664988,0.01690680446582048,2.7727316890268e-05,0.0002502194427523012,64,0.1,0.0001,slstm_first,none
396705,xLSTM_TRANSFER,4,0.8523977219401847,0.02397734531200618,0.0443301490698083,18.875229238435175,0.0018734768164664988,0.01690680446582048,2.7727316890268e-05,0.0002502194427523012,64,0.1,0.0001,slstm_first,none
395285,xLSTM_TRANSFER,1,0.9133058228325902,0.00780425040941053,0.018311243630427774,9.550049734634177,0.0024885182901259128,0.022457119175954887,2.736820647758799e-05,0.0002469787250260621,64,0.1,0.0001,slstm_first,none
395285,xLSTM_TRANSFER,2,0.8284073780413543,0.012749518234352214,0.025768747552250584,15.842736530463815,0.0024885182901259128,0.022457119175954887,2.736820647758799e-05,0.0002469787250260621,64,0.1,0.0001,slstm_first,none
