spring_id,spring_type,model,horizon,nse,mae,rmse,smape,emissions training [kg CO₂],energy training [kWh],emissions inference [kg CO₂],energy inference [kWh],lstm_units,dropout,learning_rate,n_dense_layers
395012,TRAIN,LSTM_LARGE,1,0.167557365659457,0.5244966856514652,1.2313715738593307,61.13639515924471,,,2.1870573472865812e-05,0.00019736647179787218,,,,
395012,TRAIN,LSTM_LARGE,2,-0.010341112024633503,0.5928999400245369,1.3592023864202656,69.66231011791533,,,2.1870573472865812e-05,0.00019736647179787218,,,,
395012,TRAIN,LSTM_LARGE,3,-0.05504941867445723,0.6151378323234236,1.3899867197461664,74.44271035872742,,,2.1870573472865812e-05,0.00019736647179787218,,,,
395012,TRAIN,LSTM_LARGE,4,-0.0693760755741657,0.6424835648767447,1.3993832268443256,81.27905337701755,,,2.1870573472865812e-05,0.00019736647179787218,,,,
395038,TRAIN,LSTM_LARGE,1,0.7762269671915001,0.851699376992651,1.6899667848669573,27.579170779980196,,,1.7828622036064526e-05,0.0001608907161324092,,,,
395038,TRAIN,LSTM_LARGE,2,0.6836556394483289,1.0550170137967516,2.0101557403258026,34.512707164269415,,,1.7828622036064526e-05,0.0001608907161324092,,,,
395038,TRAIN,LSTM_LARGE,3,0.6502825435159489,1.1321711748098584,2.1080902394504424,38.454014080242885,,,1.7828622036064526e-05,0.0001608907161324092,,,,
395038,TRAIN,LSTM_LARGE,4,0.6457193633111024,1.1453973631303833,2.1197216880834318,38.07580000738589,,,1.7828622036064526e-05,0.0001608907161324092,,,,
395053,UNSEEN,LSTM_LARGE,1,0.7280690716324322,0.1392143613440466,0.28024308767707634,48.79366965932612,,,1.895479634269521e-05,0.00017105364349253883,,,,
395053,UNSEEN,LSTM_LARGE,2,0.5936297159475707,0.18302440789447896,0.3426290733452753,59.967009932520725,,,1.895479634269521e-05,0.00017105364349253883,,,,
395053,UNSEEN,LSTM_LARGE,3,0.5265339831268738,0.20401389005868098,0.36991113821528365,66.20146640048026,,,1.895479634269521e-05,0.00017105364349253883,,,,
395053,UNSEEN,LSTM_LARGE,4,0.4932829809756526,0.21467739995190635,0.3827526441362204,71.16989572815949,,,1.895479634269521e-05,0.00017105364349253883,,,,
395079,TRAIN,LSTM_LARGE,1,0.24609716038226703,0.3124963199123534,0.785556814798115,89.38864143160899,,,2.118126554910955e-05,0.00019114595485244875,,,,
395079,TRAIN,LSTM_LARGE,2,0.12118326856282258,0.3570816776866916,0.8479907379430582,99.8353767236678,,,2.118126554910955e-05,0.00019114595485244875,,,,
