spring_id,model,horizon,nse,mae,rmse,smape,emissions training [kg CO₂],energy training [kWh],emissions inference [kg CO₂],energy inference [kWh],embedding_dim,dropout,learning_rate,architecture,frozen_layers
395053,xLSTM_TRANSFER,1,0.7354308560206262,0.14453060525951397,0.2764236534133727,53.982091504375276,0.0004822504495481359,0.004351969547956322,2.1919338073014978e-05,0.00019780653785704598,64,0.1,0.01,slstm_first,"input_proj, backbone"
395053,xLSTM_TRANSFER,2,0.5704031981404951,0.19037274111805746,0.35228468238000143,62.75125389620109,0.0004822504495481359,0.004351969547956322,2.1919338073014978e-05,0.00019780653785704598,64,0.1,0.01,slstm_first,"input_proj, backbone"
395053,xLSTM_TRANSFER,3,0.5269458504985,0.20782234766969054,0.36975021055419777,68.47171633021344,0.0004822504495481359,0.004351969547956322,2.1919338073014978e-05,0.00019780653785704598,64,0.1,0.01,slstm_first,"input_proj, backbone"
395053,xLSTM_TRANSFER,4,0.5058200613654973,0.21753072968557075,0.3779879973806669,72.22234048284366,0.0004822504495481359,0.004351969547956322,2.1919338073014978e-05,0.00019780653785704598,64,0.1,0.01,slstm_first,"input_proj, backbone"
396705,xLSTM_TRANSFER,1,0.9640567606924245,0.012748931597136125,0.021873208812011928,14.885752351308472,0.001161443753757511,0.010481209198981257,2.733962514051465e-05,0.0002467207986546101,64,0.1,0.01,slstm_first,"input_proj, backbone"
396705,xLSTM_TRANSFER,2,0.9291712061722388,0.016949694507811756,0.030706167661066888,15.972843171089336,0.001161443753757511,0.010481209198981257,2.733962514051465e-05,0.0002467207986546101,64,0.1,0.01,slstm_first,"input_proj, backbone"
396705,xLSTM_TRANSFER,3,0.8909476640711524,0.02086905344761394,0.038102558809061916,20.816530394999283,0.001161443753757511,0.010481209198981257,2.733962514051465e-05,0.0002467207986546101,64,0.1,0.01,slstm_first,"input_proj, backbone"
396705,xLSTM_TRANSFER,4,0.8577123473946886,0.02493242867226471,0.04352474835574466,20.323325630875,0.001161443753757511,0.010481209198981257,2.733962514051465e-05,0.0002467207986546101,64,0.1,0.01,slstm_first,"input_proj, backbone"
395285,xLSTM_TRANSFER,1,0.9031521586442084,0.008665529847805086,0.019353871313235252,10.028624780596582,0.0007078313041293169,0.006387677364629435,2.7286446339271786e-05,0.00024624089754964973,64,0.1,0.01,slstm_first,"input_proj, backbone"
395285,xLSTM_TRANSFER,2,0.8273688490341912,0.012813276781558433,0.025846609937370698,16.265309519687193,0.0007078313041293169,0.006387677364629435,2.7286446339271786e-05,0.00024624089754964973,64,0.1,0.01,slstm_first,"input_proj, backbone"
