spring_id,model,horizon,nse,mae,rmse,smape,emissions [kg CO₂],energy [kWh]
395376,BASELINE,3,0.9564388690671521,0.0032229222336779017,0.004498933763811377,1.2282032277937003,3.879592085349792e-06,3.5010577242083816e-05
395376,BASELINE,4,0.9498720360411318,0.003527948727458351,0.004830724851874827,1.3454498495994285,3.879592085349792e-06,3.5010577242083816e-05
395400,BASELINE,1,0.17121567540428384,0.013314831819067893,0.03274386967069805,14.902453464820804,3.872563305363909e-06,3.494714746926244e-05
395400,BASELINE,2,0.08771002952837637,0.014568279586898315,0.034314114456536954,16.638407935276334,3.872563305363909e-06,3.494714746926244e-05
395400,BASELINE,3,0.035449288520516764,0.015593860475863421,0.03526541512876881,18.104483663096502,3.872563305363909e-06,3.494714746926244e-05
395400,BASELINE,4,-0.0015625307374864672,0.016402748781120254,0.03592735360924067,19.320062723602202,3.872563305363909e-06,3.494714746926244e-05
395426,BASELINE,1,0.8108519330890761,0.0010953631653087459,0.002799213093910253,3.3922838792358307,3.893671564897854e-06,3.5137634596414235e-05
395426,BASELINE,2,0.755513118062383,0.0012841371584659843,0.003187256876272179,3.9969182436537842,3.893671564897854e-06,3.5137634596414235e-05
395426,BASELINE,3,0.7049301932793024,0.0014645876523432593,0.0035075333785263793,4.575964632058623,3.893671564897854e-06,3.5137634596414235e-05
395426,BASELINE,4,0.6592319021931228,0.0016386335558680547,0.003775747747721822,5.136777602308885,3.893671564897854e-06,3.5137634596414235e-05
395434,BASELINE,1,0.7247890921787412,0.03628005369457104,0.06224994221930462,5.3785050646094605,4.032378931284358e-06,3.638937056712593e-05
395434,BASELINE,2,0.6663694409512533,0.041865004916121294,0.06855270498404546,6.240508205231594,4.032378931284358e-06,3.638937056712593e-05
395434,BASELINE,3,0.6162198995329353,0.04685637311857446,0.07353610624202994,7.016597674906643,4.032378931284358e-06,3.638937056712593e-05
