spring_id,model,horizon,nse,mae,rmse,smape,emissions training [kg CO₂],energy training [kWh],emissions inference [kg CO₂],energy inference [kWh],embedding_dim,dropout,learning_rate,architecture,frozen_layers
395053,xLSTM_TRANSFER,1,0.7608640675990841,0.13796258125130456,0.2628016123830416,50.5383410552735,0.0005144521334424178,0.004642566991322401,2.074615824824854e-05,0.00018721941890994246,64,0.1,0.001,slstm_first,"input_proj, backbone"
395053,xLSTM_TRANSFER,2,0.6210056719531625,0.18401313661867555,0.33088691677339516,62.773534474200126,0.0005144521334424178,0.004642566991322401,2.074615824824854e-05,0.00018721941890994246,64,0.1,0.001,slstm_first,"input_proj, backbone"
395053,xLSTM_TRANSFER,3,0.5540066262973214,0.19997626536833563,0.3590188115419406,69.80389763597346,0.0005144521334424178,0.004642566991322401,2.074615824824854e-05,0.00018721941890994246,64,0.1,0.001,slstm_first,"input_proj, backbone"
395053,xLSTM_TRANSFER,4,0.5393374067942254,0.2072133092283344,0.3649445882851699,74.46596807258031,0.0005144521334424178,0.004642566991322401,2.074615824824854e-05,0.00018721941890994246,64,0.1,0.001,slstm_first,"input_proj, backbone"
396705,xLSTM_TRANSFER,1,0.9675255074931273,0.009679920047752925,0.020790985627842734,6.665409431576295,0.0011952503959720177,0.010786290257120327,2.7047072683348232e-05,0.0002440807194468851,64,0.1,0.001,slstm_first,"input_proj, backbone"
396705,xLSTM_TRANSFER,2,0.9135665356710766,0.016994983942132735,0.033920453817784635,12.152099825389904,0.0011952503959720177,0.010786290257120327,2.7047072683348232e-05,0.0002440807194468851,64,0.1,0.001,slstm_first,"input_proj, backbone"
396705,xLSTM_TRANSFER,3,0.8644285576529112,0.022120068716469966,0.042483546476298345,15.245337230944244,0.0011952503959720177,0.010786290257120327,2.7047072683348232e-05,0.0002440807194468851,64,0.1,0.001,slstm_first,"input_proj, backbone"
396705,xLSTM_TRANSFER,4,0.8079493261287849,0.02665023068357688,0.050566230408433194,18.56933467988728,0.0011952503959720177,0.010786290257120327,2.7047072683348232e-05,0.0002440807194468851,64,0.1,0.001,slstm_first,"input_proj, backbone"
395285,xLSTM_TRANSFER,1,0.9145810544486248,0.007284837294637668,0.01817606970116634,8.049904185512347,0.0011006937362049885,0.009932983216664156,2.7219319902974575e-05,0.00024563512889375316,64,0.1,0.001,slstm_first,"input_proj, backbone"
395285,xLSTM_TRANSFER,2,0.8381879792158338,0.011832952792846645,0.025023577368839898,13.075186712715878,0.0011006937362049885,0.009932983216664156,2.7219319902974575e-05,0.00024563512889375316,64,0.1,0.001,slstm_first,"input_proj, backbone"
