spring_id,model,horizon,nse,mae,rmse,smape,emissions training [kg CO₂],energy training [kWh],emissions inference [kg CO₂],energy inference [kWh],embedding_dim,dropout,learning_rate,architecture
395285,xLSTM,1,0.9053210147142696,0.008935756952774022,0.019135934414721226,11.264959085116546,0.001078693779020666,0.009734449148293202,2.1775447678989597e-05,0.000196508028724232,128,0.1,0.0001,only_slstm
395285,xLSTM,2,0.8136025840450549,0.01369751839380084,0.02685739888913024,17.88058605363699,0.001078693779020666,0.009734449148293202,2.1775447678989597e-05,0.000196508028724232,128,0.1,0.0001,only_slstm
395285,xLSTM,3,0.7512409359445884,0.016167746938596236,0.03103560024713518,18.920762788230142,0.001078693779020666,0.009734449148293202,2.1775447678989597e-05,0.000196508028724232,128,0.1,0.0001,only_slstm
395285,xLSTM,4,0.6874752181429659,0.01930145470134512,0.03479588274694039,23.828720222233855,0.001078693779020666,0.009734449148293202,2.1775447678989597e-05,0.000196508028724232,128,0.1,0.0001,only_slstm
395327,xLSTM,1,0.9885717364421708,0.005629235163649949,0.012691420113966262,2.0547870359196785,0.005440250377693039,0.049094415565940866,3.440714827945958e-05,0.00031050020105638,96,0.1,0.0001,slstm_first
395327,xLSTM,2,0.9646432466417516,0.009753404764912802,0.0223254270857762,3.501296113017116,0.005440250377693039,0.049094415565940866,3.440714827945958e-05,0.00031050020105638,96,0.1,0.0001,slstm_first
395327,xLSTM,3,0.9521796237025534,0.012772285012077621,0.025967232245081455,5.0938008976870535,0.005440250377693039,0.049094415565940866,3.440714827945958e-05,0.00031050020105638,96,0.1,0.0001,slstm_first
395327,xLSTM,4,0.9118787371542425,0.018600724823995055,0.03525451580484051,7.1663011878504586,0.005440250377693039,0.049094415565940866,3.440714827945958e-05,0.00031050020105638,96,0.1,0.0001,slstm_first
395343,xLSTM,1,0.9398879151977778,0.006188955275252867,0.013174750480764556,6.869594074753559,0.0011770879252126021,0.010622386792157908,1.4070820795771107e-05,0.00012697921520928336,96,0.1,0.0001,only_mlstm
395343,xLSTM,2,0.8827104109656294,0.0096156901185052,0.01837299177809577,10.485085891366657,0.0011770879252126021,0.010622386792157908,1.4070820795771107e-05,0.00012697921520928336,96,0.1,0.0001,only_mlstm
395343,xLSTM,3,0.837777048111013,0.01250965011474263,0.02156937868832691,13.830049233452433,0.0011770879252126021,0.010622386792157908,1.4070820795771107e-05,0.00012697921520928336,96,0.1,0.0001,only_mlstm
395343,xLSTM,4,0.7982241360263052,0.013949516936478067,0.02403654007487125,15.296937165605302,0.0011770879252126021,0.010622386792157908,1.4070820795771107e-05,0.00012697921520928336,96,0.1,0.0001,only_mlstm
395350,xLSTM,1,0.9936720145592126,0.0010501913797398644,0.0017336229470198239,1.2420047508232217,0.0012837190111166328,0.011584656996684772,1.6013545881643786e-05,0.00014451093637551698,128,0.1,0.0001,only_mlstm
395350,xLSTM,2,0.989149310034237,0.0013553309538270246,0.002269638400437069,1.5760229719043686,0.0012837190111166328,0.011584656996684772,1.6013545881643786e-05,0.00014451093637551698,128,0.1,0.0001,only_mlstm
395350,xLSTM,3,0.9852782189064024,0.0016933581409293444,0.0026432113460634794,1.9525440497873503,0.0012837190111166328,0.011584656996684772,1.6013545881643786e-05,0.00014451093637551698,128,0.1,0.0001,only_mlstm
395350,xLSTM,4,0.9774193291082246,0.002294058742181016,0.003273064400523928,2.6167369226639914,0.0012837190111166328,0.011584656996684772,1.6013545881643786e-05,0.00014451093637551698,128,0.1,0.0001,only_mlstm
395368,xLSTM,1,0.9891891570494196,0.001636454118638227,0.0027709579593746783,1.9078247669930453,0.002250546441976072,0.020309591397827603,1.4210041821803685e-05,0.00012823558659534785,96,0.1,0.0001,only_mlstm
395368,xLSTM,2,0.9737518169219195,0.002584720964622092,0.004318556828070438,2.9250425167848992,0.002250546441976072,0.020309591397827603,1.4210041821803685e-05,0.00012823558659534785,96,0.1,0.0001,only_mlstm
395368,xLSTM,3,0.9620182505014648,0.0031401462889997355,0.0051982500926048125,3.5922538288355907,0.002250546441976072,0.020309591397827603,1.4210041821803685e-05,0.00012823558659534785,96,0.1,0.0001,only_mlstm
395368,xLSTM,4,0.9470113862430397,0.003952220907095097,0.0061528700740761276,4.467305901061894,0.002250546441976072,0.020309591397827603,1.4210041821803685e-05,0.00012823558659534785,96,0.1,0.0001,only_mlstm
395376,xLSTM,1,0.9793883436142763,0.0019411426990517914,0.0030887884752997877,0.7557209187926465,0.0050945308172863964,0.04597454081946356,2.6953209068105185e-05,0.00024323366664355113,64,0.1,0.0001,slstm_first
395376,xLSTM,2,0.9720991416985942,0.002314703515735705,0.003596925439900213,0.9002059129541978,0.0050945308172863964,0.04597454081946356,2.6953209068105185e-05,0.00024323366664355113,64,0.1,0.0001,slstm_first
395376,xLSTM,3,0.9684453060479445,0.002545619525616426,0.0038290585910830365,0.9789966009677571,0.0050945308172863964,0.04597454081946356,2.6953209068105185e-05,0.00024323366664355113,64,0.1,0.0001,slstm_first
395376,xLSTM,4,0.9617105672269397,0.002900009023375313,0.004221936868809948,1.121335102165518,0.0050945308172863964,0.04597454081946356,2.6953209068105185e-05,0.00024323366664355113,64,0.1,0.0001,slstm_first
395400,xLSTM,1,0.4375993587184921,0.008356212262448896,0.02697317937575556,9.443634466216581,0.0012838209689390707,0.011585577093988653,1.2096379772750386e-05,0.00010916128012083878,64,0.1,0.0001,only_mlstm
395400,xLSTM,2,0.2594232175134449,0.010353302535654503,0.030916575982150637,11.863271862589869,0.0012838209689390707,0.011585577093988653,1.2096379772750386e-05,0.00010916128012083878,64,0.1,0.0001,only_mlstm
395400,xLSTM,3,0.1707997748697765,0.011768728210318134,0.03269762218933059,13.962190625176595,0.0012838209689390707,0.011585577093988653,1.2096379772750386e-05,0.00010916128012083878,64,0.1,0.0001,only_mlstm
395400,xLSTM,4,0.0955673447430897,0.013319912495266465,0.03414084841538256,16.76716323958327,0.0012838209689390707,0.011585577093988653,1.2096379772750386e-05,0.00010916128012083878,64,0.1,0.0001,only_mlstm
395426,xLSTM,1,0.9766693739183606,0.00047691139660682475,0.000983101151722952,1.5558667464659872,0.003993553180434069,0.03603899560006199,6.849894960617477e-07,0.00017397199171386763,64,0.1,0.001,only_slstm
395426,xLSTM,2,0.9256900805243433,0.0006637819351299766,0.0017571655576883406,2.1250761732672205,0.003993553180434069,0.03603899560006199,6.849894960617477e-07,0.00017397199171386763,64,0.1,0.001,only_slstm
395426,xLSTM,3,0.8603812666968537,0.0008399065751820611,0.0024127441654587327,2.6459327003441726,0.003993553180434069,0.03603899560006199,6.849894960617477e-07,0.00017397199171386763,64,0.1,0.001,only_slstm
395426,xLSTM,4,0.7969696590036557,0.0010183988743506373,0.002914432356296752,3.1928119367574213,0.003993553180434069,0.03603899560006199,6.849894960617477e-07,0.00017397199171386763,64,0.1,0.001,only_slstm
395434,xLSTM,1,0.8761359436747265,0.01716795150482878,0.04176175874740935,2.5471122920949925,0.0009743081631895494,0.008792442724520354,1.8055372712957254e-05,0.00016293698076884502,64,0.1,0.0001,only_slstm
395434,xLSTM,2,0.7904491690727193,0.023130795995897176,0.05432958378786304,3.3897315978703766,0.0009743081631895494,0.008792442724520354,1.8055372712957254e-05,0.00016293698076884502,64,0.1,0.0001,only_slstm
395434,xLSTM,3,0.7184949479463054,0.031877177938832005,0.06297997742005536,4.785038457171632,0.0009743081631895494,0.008792442724520354,1.8055372712957254e-05,0.00016293698076884502,64,0.1,0.0001,only_slstm
395434,xLSTM,4,0.6660327988831656,0.036267474150514976,0.06859301877609186,5.447853397871018,0.0009743081631895494,0.008792442724520354,1.8055372712957254e-05,0.00016293698076884502,64,0.1,0.0001,only_slstm
395483,xLSTM,1,0.9372344888409675,0.004352978044163025,0.011969058216874915,2.3842123417390573,0.0046157326410824545,0.041653725599054746,1.198149492246262e-05,0.00010812452552487654,64,0.1,0.0001,slstm_first
395483,xLSTM,2,0.8642933333164566,0.006831058347616594,0.01756160419088571,3.638148832653265,0.0046157326410824545,0.041653725599054746,1.198149492246262e-05,0.00010812452552487654,64,0.1,0.0001,slstm_first
395483,xLSTM,3,0.6608133081162559,0.010865277281356321,0.030079493746942607,5.68858843809163,0.0046157326410824545,0.041653725599054746,1.198149492246262e-05,0.00010812452552487654,64,0.1,0.0001,slstm_first
395483,xLSTM,4,0.5071980543291071,0.01454566440402629,0.039621124910740116,7.396441109555055,0.0046157326410824545,0.041653725599054746,1.198149492246262e-05,0.00010812452552487654,64,0.1,0.0001,slstm_first
395509,xLSTM,1,0.9612768577028181,0.007218091318296148,0.015128077522653108,5.630239343609611,0.0013039547415712514,0.01176727016542659,1.3615487293929958e-05,0.00012287015209480886,64,0.1,0.0001,only_mlstm
395509,xLSTM,2,0.8988891963932655,0.011455278955799869,0.02453674983806949,8.340576519125408,0.0013039547415712514,0.01176727016542659,1.3615487293929958e-05,0.00012287015209480886,64,0.1,0.0001,only_mlstm
395509,xLSTM,3,0.8661166747657751,0.014598476139015262,0.028294423030500938,10.291048964871639,0.0013039547415712514,0.01176727016542659,1.3615487293929958e-05,0.00012287015209480886,64,0.1,0.0001,only_mlstm
395509,xLSTM,4,0.8400044200054775,0.016422244951628764,0.030964908529657834,12.305584726023604,0.0013039547415712514,0.01176727016542659,1.3615487293929958e-05,0.00012287015209480886,64,0.1,0.0001,only_mlstm
395541,xLSTM,1,0.9427655705187237,0.00978565715586382,0.018204502593745887,14.500967291225217,0.0009237766680106521,0.008336431686195106,1.2397130288515904e-05,0.00011187534101465459,64,0.1,0.0001,only_slstm
395541,xLSTM,2,0.8650187315989365,0.016577426078846633,0.028020892662145493,22.235543122230734,0.0009237766680106521,0.008336431686195106,1.2397130288515904e-05,0.00011187534101465459,64,0.1,0.0001,only_slstm
