spring_id,model,horizon,nse,mae,rmse,smape,emissions training [kg CO₂],energy training [kWh],emissions inference [kg CO₂],energy inference [kWh],lstm_units,dropout,learning_rate,n_dense_layers
395012,LSTM,1,0.2854763436791178,0.39011417301530055,1.1408282638077425,53.26047243867563,0.018525386740508642,0.16717852525456303,2.1950759752344074e-05,0.00019809009631036417,128,0.1,0.001,1
395012,LSTM,2,0.1074970775467804,0.47430245411235883,1.277482440037471,64.97966579473402,0.018525386740508642,0.16717852525456303,2.1950759752344074e-05,0.00019809009631036417,128,0.1,0.001,1
395012,LSTM,3,0.05742567744385951,0.507189160404186,1.3138084535685974,69.71206195765319,0.018525386740508642,0.16717852525456303,2.1950759752344074e-05,0.00019809009631036417,128,0.1,0.001,1
395012,LSTM,4,0.03636889838698543,0.5221242384487652,1.3283937896141744,73.83523269739334,0.018525386740508642,0.16717852525456303,2.1950759752344074e-05,0.00019809009631036417,128,0.1,0.001,1
